neighborhood,reviews,ratings,price,name,id,image,theme
Nakuru,22,5.0,125,Kika Lodge Single Cottage,1232,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Kilifi,7,5.0,116,PRIVATE SUITE IN VILLA,1233,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,Sandy Beaches
Kajiado,5,5.0,105,Maasai Simba Camp,1234,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,Countryside
Nairobi,4,5.0,105,"Beautiful House in Karen, Pool, Big pretty garden.",1235,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,City
Kiambu,35,5.0,116,Hob House,1236,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,Town
Kwale,7,4.5,95,Casa El Norte on Galu Beach,1237,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,Sandy Beaches
Nakuru,3,5.0,94,Family Studio,1238,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Nairobi,22,5.0,23,Sunny Room available in Hurlingham,1239,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,City
Nairobi,17,5.0,35,Gorgeous room in Kilimani with lovely backyard,1240,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Nairobi,2,3.0,28,bright sun shiny room in Kilimani,1241,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,City
Nairobi,0,3.5,24,Home away home in Nairobi,1242,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Nairobi,0,5.0,27,Large airy residential house in Posh Nyari Estate,1243,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,City
Nairobi,3,5.0,20,"En-suite room in sunny, spacious apartment",1244,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,City
Laikipia,3,5.0,95,"Le Rustique, Nanyuki - Single Room I",1245,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,Countryside
Kwale,4,5.0,88,Superior Double Room with Sea View,1246,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,Sandy Beaches
Nairobi,2,4.0,95,Riverside Chill.,1247,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,1,4.0,92,The River House 1,1248,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,City
Kajiado,0,4.0,64,San Toki Country Resorts Limited,1249,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,Countryside
Kilifi,0,5.0,64,Kira house (suite private IN VILLA),1250,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Sandy Beaches
Nairobi,1,5.0,65,Double - Peaceful Retreat in Karen,1251,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,City
Nairobi,0,5.0,63,The Spanish Villa 3 Room 1,1252,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Nairobi,1,5.0,65,Twin ensuite - lovely quiet retreat,1253,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Nairobi,2,5.0,65,Comfortable en suite room in an amazing location,1254,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,City
Nairobi,1,5.0,80,CAPITAL EXECUTIVE APARTMENT HOTEL,1255,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,City
Nairobi,1,5.0,64,Spacious room in Artist's Flat,1256,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,City
Nairobi,1,5.0,63,Bed Breakfast in Lavington,1257,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,City
Nairobi,1,4.0,70,Beautiful Accomodation in Nairobi,1258,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Nairobi,1,5.0,75,Bush house Hotel Nairobi.,1259,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,City
Nairobi,1,4.5,80,Homely Stay Guesthouse,1260,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Nairobi,2,5.0,65,Gigiri Express Hotel Twin Room AC,1261,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,City
Nairobi,1,5.0,65,"Cosy, clean, secure, private room",1262,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Nakuru,1,5.0,63,Brownie's Guesthouse Restaurant,1263,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,City
Nairobi,3,4.0,80,Margarita House,1264,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,City
Nairobi,2,4.0,65,Superior Room at Palm Tree B&B,1265,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Nairobi,11,5.0,80,"Camellia Guest House, Runda Estate - Rafiki",1266,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,City
Nairobi,2,4.5,80,Exquisite residence in Runda Room S,1267,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Kwale,3,3.5,80,Sunset Villa Boutique Resort,1268,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,Sandy Beaches
Nairobi,6,4.5,63,Gigiri Express Double Room With Fan,1269,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,4,5.0,70,Casa Bonita - Luxurious Runda house,1270,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,City
Nairobi,24,4.5,62,Gigiri Express Double Room With AC,1271,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,City
Nairobi,2,5.0,78,Beautiful English home in Karen.,1272,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Nairobi,24,5.0,75,Raiyani House B&B Room 11,1273,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Nairobi,21,4.0,75,Raiyani House B&B Room 4,1274,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,City
Nairobi,10,4.0,75,Raiyani House B&B Room 3,1275,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,City
Nairobi,7,4.0,75,Raiyani House B&B Room 2,1276,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,City
Nairobi,25,5.0,80,Cozy single room with study area.,1277,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,City
Nairobi,15,3.5,70,Safi Serviced Apartments,1278,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Nairobi,18,5.0,80,Near JKIA Nbi airport rest house 3,1279,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,City
Nairobi,3,5.0,63,"ANGA AFRIKA ""Luxury tented camp""",1280,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Kilifi,5,4.5,70,Fully Serviced Holiday Villa,1281,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,Sandy Beaches
Nairobi,34,5.0,80,"Priceless: comfort, security, rest",1282,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Nairobi,12,5.0,70,"Beautiful gardens & views, Karen",1283,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,City
Nairobi,4,5.0,75,The Modern Paradise!,1284,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,City
Nairobi,15,5.0,70,Peaceful Retreat in Karen,1285,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Nairobi,27,5.0,71,British family home in leafy Karen,1286,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,City
Nairobi,31,5.0,75,"Ol Losowan House, Karen",1287,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,48,5.0,69,"""The Constant Gardener"" home, dble",1288,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,City
Nairobi,1,5.0,100,Orchid Homes Kenya,1289,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Narok,2,5.0,100,Cosy single/small double tent with Full Board,1290,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Countryside
Nairobi,1,5.0,95,Great room solo traveler,1291,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,City
Nairobi,1,5.0,100,Fab house in gorgeous Spring Valley,1292,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Nairobi,1,5.0,40,"Friendly family, green garden",1293,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Nairobi,1,4.0,53,Kileleshwa - C9-3 - Shared Flat!,1294,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,City
Nairobi,5,4.5,40,"Safe, secure oasis on Ngong road",1295,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,City
Nairobi,1,4.5,40,Comfortable house in great location,1296,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,City
Nairobi,1,5.0,40,Beautiful room in Kilimani,1297,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,City
Nairobi,2,5.0,50,A home away from home,1298,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Nairobi,2,5.0,40,Hotel Green Court,1299,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,City
Nairobi,3,5.0,40,Lovely room in Westlands apartment,1300,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Kilifi,2,5.0,58,CHRIS HOUSE ROOM 2,1301,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,Sandy Beaches
Nairobi,1,4.5,40,"Wonderland, of peace joy",1302,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Nairobi,1,5.0,53,Kileleshwa - C9-4 - Shared Flat!,1303,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,City
Nairobi,3,4.0,40,Thompson Court Apt Pool & Internet,1304,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,City
Nairobi,3,4.0,45,"Luxurious, safe, private ensuite",1305,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Nairobi,5,5.0,40,Private room in a place that feels like a home.,1306,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,City
Nairobi,4,5.0,40,"1BR in upmarket Nbi, Next CBD",1307,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,15,5.0,55,Martin's Place :),1308,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,City
Nairobi,3,3.5,44,Room in lovely home in Runda,1309,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,4,5.0,40,Cosy apartment in the heart of Nairobi,1310,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,City
Nairobi,4,3.5,45,Charming Room rent in a flat!!!,1311,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,City
Nairobi,5,4.0,45,Rea's place home away from home,1312,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Nairobi,5,3.5,40,"Cosy 3brm flat,available parking,",1313,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Nairobi,4,4.5,45,Quaint Family Apartment,1314,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,City
Nairobi,2,4.5,40,Private Room in Lavington Condo,1315,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,City
Nairobi,1,4.0,45,Car Hire Services,1316,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,City
Nairobi,1,5.0,45,"Guest Wing, Flame Tree Drive, Runda",1317,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,City
Nairobi,4,5.0,45,"Clean, Comfortable Room in Apartment in Kilimani",1318,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Nairobi,5,3.5,60,1 Bedroom in furnished apartment,1319,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,City
Nairobi,4,3.0,50,a place you,1320,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,City
Nairobi,3,3.5,50,"HOTEL SOUTHERN BLUE NAIROBI,KENYA",1321,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,City
Nairobi,9,4.5,40,Kiloranhouse Cottage Twin Bedroom,1322,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Nairobi,3,5.0,53,Kileleshwa - C9-1 - Shared Flat!,1323,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,City
Nairobi,17,5.0,40,F-PRIVATE MASTER EN-SUITE ROOM IN DUPLEX PENTHOUSE,1324,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,City
Nairobi,1,5.0,45,A spacious ensuite rm in kileleshwa,1325,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Machakos,1,5.0,60,Easy Hotel Kenya,1326,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,Small Town
Nairobi,2,5.0,60,River view,1327,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,1,4.0,53,Kileleshwa - C9-2 - Shared Flat!,1328,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,City
Nairobi,2,4.0,50,The Kilungu Place,1329,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Kiambu,4,3.5,55,Mount Pleasant Old Lake Inn,1330,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Town
Nairobi,17,4.5,40,Queen Bed in the heart of Nairobi!,1331,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,City
Nairobi,5,4.0,59,Safe home with stunning forest view,1332,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Nairobi,10,4.5,40,Kiloranhouse Apt S Double Bedroom,1333,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Nairobi,19,4.5,45,Kiloranhouse Apt Twin Bedroom - TDB,1334,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,City
Kilifi,3,4.5,58,Watamu Kenya B&B Richland,1335,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,Sandy Beaches
Mombasa,3,4.5,50,Seaside Villa!,1336,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,Sandy Beaches
Kwale,4,5.0,44,Kenyaways Diani Budget Room,1337,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,Sandy Beaches
Nairobi,25,5.0,60,Warm Rustic African Interior Home,1338,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Nairobi,4,5.0,58,Chateau Prissy-room in elegant home,1339,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,City
Mombasa,5,5.0,58,Room with great views in Eco Home,1340,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,Sandy Beaches
Kilifi,4,4.5,58,CHRIS HOUSE N.4 SUITE,1341,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,Sandy Beaches
Nairobi,4,4.5,60,Riverview bnb,1342,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Lamu,4,4.5,47,PETLEYS INN,1343,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,Sandy Beaches
Nairobi,3,5.0,58,Private En-suite Master room in Kilimani,1344,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,City
Nairobi,3,4.0,40,Vine Homes B&B,1345,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,City
Nairobi,15,5.0,59,Clean Cosy Room near JKIA Airport,1346,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,City
Nairobi,1,5.0,45,Cosy ensuite by the river room,1347,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,1,5.0,40,"Mwewe Apartments,Kileleshwa",1348,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,City
Nairobi,2,5.0,50,"Quiet, 20 minutes from the Airport",1349,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Kajiado,4,5.0,48,Marigold Park (Room 1),1350,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Countryside
Nyeri,1,4.0,60,Burguret Kilele Guest House,1351,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,Green Cities
Nairobi,1,4.0,49,1 Bedroomed Private Fully Furnished Apt Lavington,1352,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Nairobi,1,4.0,50,Amina's Place,1353,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Meru,5,4.5,42,Judy's Private Homestay,1354,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,Town
Nairobi,17,5.0,49,Kiloranhouse Cottage Master/Jaccuzi,1355,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,City
Nairobi,7,5.0,45,Little House in the Woods,1356,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,City
Nairobi,7,5.0,55,UN HQ view- nice home & view of bush in the city!,1357,https://a0.muscache.com/im/pictures/miso/Hosting-50128567/original/0f41419c-e552-4900-89d0-357cadddfbd9.jpeg?im_w=720,City
Nairobi,13,5.0,45,Cozy nice room near UN HQ Gigiri,1358,https://a0.muscache.com/im/pictures/822ffaf0-8a1f-499a-bdf8-f81916665a1f.jpg?im_w=720,City
Machakos,10,5.0,50,Monica's House on the plains,1359,https://cf.bstatic.com/xdata/images/hotel/max1024x768/469302281.jpg?k=42283a42355b0a1c8d493dd91667b7c5de15c0e947e893fe9ce5b999e50154b0&o=&hp=1,Small Town
Kilifi,11,5.0,45,Nane @ Swimbo House,1360,https://miro.medium.com/v2/resize:fit:639/1*93h3X8T_pgKwhQ7LVgZBSQ.jpeg,Sandy Beaches
Kwale,9,5.0,45,Footprints House- Private bedroom ensuite (Right),1361,https://taalamu.com/wp-content/uploads/2020/12/611-holiday-home-trianum-hospitality.jpg,Sandy Beaches
Nairobi,1,4.0,50,Stunning double bedroom with office,1362,https://a0.muscache.com/im/pictures/735be12c-8453-4ef8-a4e8-67c195b6ddc5.jpg?im_w=720,City
Nairobi,4,4.5,53,Gigiri Express Hotel Single Room,1363,https://a0.muscache.com/im/pictures/miso/Hosting-32115720/original/96a8d322-f7a9-4bf5-a2eb-201f72ec3cc4.jpeg?im_w=720,City
Mombasa,5,5.0,49,AMANI ROOM,1364,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406958931.jpg?k=8394aa6dcd60fbc2a985d1549f9685b61fd3f6a5be99b2a1092366a56244eabc&o=&hp=1,Sandy Beaches
Narok,2,4.5,52,LERUK MAASAI SAFARI CAMP,1365,https://a0.muscache.com/im/pictures/012d4cca-4f45-451f-abba-44a77a4d07b8.jpg?im_w=720,Countryside
Nairobi,2,4.5,50,Karen Cottage Double Room,1366,https://coralpi.com/wp-content/uploads/2019/07/Garden-City-3-Bed-Duplex-3-835x467.jpg.webp,City
Nairobi,4,5.0,50,"Luxury, Quiet & Secure Stay",1367,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Nairobi,17,4.5,49,Kiloranhouse Apt Prime Bedroom,1368,https://a0.muscache.com/im/pictures/3df7ba0a-d91f-4ab6-8cb4-4eab2cc579f1.jpg?im_w=720,City
Nairobi,2,5.0,50,Jolie chambre indépendante sécurisée avec piscine,1369,https://a0.muscache.com/im/pictures/76d631a1-8129-42bd-ab6f-19a3fe236c8d.jpg?im_w=720,City
Lamu,5,5.0,51,Unique Historical Villa in Lamu,1370,https://a0.muscache.com/im/pictures/1c1a925b-f68d-4bac-b782-95ea91307b7b.jpg?im_w=720,Sandy Beaches
Laikipia,13,5.0,50,"Sieku: small, unique, rustic, glamping luxury",1371,https://stavica.com/wp-content/uploads/2019/05/ghh-1200x675.jpg,Countryside
Nairobi,75,5.0,46,"COZY flat, SAFE area, near PARK",1372,https://a0.muscache.com/im/pictures/miso/Hosting-827836200973769125/original/732ff727-edb9-4a06-bb62-6d2390170d68.jpeg?im_w=720,City
Nairobi,47,5.0,49,"""The Constant Gardener"" home sngle",1373,https://a0.muscache.com/im/pictures/miso/Hosting-606213417751506770/original/10d8b011-cdbe-4881-bf8b-8fdc0d3378e5.jpeg,City
Nairobi,7,4.5,25,Private Master in Beautiful Modern Apartment,1374,https://a0.muscache.com/im/pictures/miso/Hosting-43553913/original/3a48029d-8cba-4af0-8a88-3e770b3fa370.jpeg?im_w=720,City
Nairobi,3,4.5,60,Room in a lovely compound in Runda,1375,https://a0.muscache.com/im/pictures/6b3f31bc-5e0c-4c02-a4e3-d359e835bdb2.jpg?im_w=720,City
Kwale,14,5.0,50,Beautiful Rooms in a Shared Villa at Bahari Dhow.,1376,https://a0.muscache.com/im/pictures/94aed887-abed-48b7-b4a2-db0b9076ce53.jpg?im_w=720,Sandy Beaches
